DATE,SO2,NO2,PM10,PM2.5,O3,Pb,CO,AQI,AQI REMARKS,FIELD OBSERVATIONS,STATION ID,STATION NAME
02-05-2018,8.2,16.1,59.7,19.5,1.3,<0.5,<0.01,60,SATISFACTORY,No unsual activity,4,Ponda
04-05-2018,7.9,16.3,88.2,28.4,<0.5,<0.5,0.78,88,SATISFACTORY,No unsual activity,4,Ponda
08-05-2018,8.5,13.5,71.6,22.1,1.4,<0.5,0.64,72,SATISFACTORY,No unsual activity,4,Ponda
10-05-2018,7.4,14.9,65.2,20.6,<0.5,<0.5,<0.01,65,SATISFACTORY,No unsual activity,4,Ponda
15-05-2018,7.5,11.9,44.3,14.4,1,<0.5,<0.01,44,GOOD,LMV movement,4,Ponda
17-05-2018,7.8,14.3,67,21.2,0.9,<0.5,0.78,67,SATISFACTORY,LMV movement,4,Ponda
22-05-2018,8.9,12.3,77.1,23.8,<0.5,<0.5,0.78,77,SATISFACTORY,No unsual activity,4,Ponda
24-05-2018,9,14.2,79.3,25,1.1,<0.5,0.78,79,SATISFACTORY,No unsual activity,4,Ponda
29-05-2018,9.7,14.8,73.6,23.3,<0.5,<0.5,<0.01,74,SATISFACTORY,,4,Ponda
05-06-2018,5.5,9.9,38.9,12.6,1.1,<0.5,0.01,39,GOOD,No unsual activity,4,Ponda
07-06-2018,6.4,9.8,40.1,12.8,0.5,<0.5,0.41,40,GOOD,No unsual activity,4,Ponda
12-06-2018,5.1,11.7,32.9,10.9,0.5,<0.5,0.55,33,GOOD,No unsual activity,4,Ponda
14-06-2018,6.5,11.3,31.5,10,1.4,<0.5,0.38,31,GOOD,No unsual activity,4,Ponda
19-06-2018,5.3,9.6,31.8,10.5,0.5,<0.5,0.41,32,GOOD,LMV movement,4,Ponda
21-06-2018,6.9,9.3,35.7,10.9,0.5,<0.5,0.01,36,GOOD,LMV movement,4,Ponda
26-06-2018,4.7,9.4,37.8,12.3,1.3,<0.5,0.45,38,GOOD,No unsual activity,4,Ponda
28-06-2018,5.7,10.2,23.5,8.1,1,<0.5,0.01,24,GOOD,No unsual activity,4,Ponda
03-07-2018,7.1,10.9,29.8,9.7,1.1,<0.5,0.45,30,GOOD,No unsual activity,4,Ponda
05-07-2018,5.2,9.5,19.6,6.3,0.3,<0.5,0.01,20,GOOD,No unsual activity,4,Ponda
10-07-2018,6.1,11.8,25.8,8.2,0.2,<0.5,0.01,26,GOOD,No unsual activity,4,Ponda
12-07-2018,7.1,11.7,26,8.4,0.2,<0.5,0.45,26,GOOD,No unsual activity,4,Ponda
17-07-2018,6.2,10.4,30.4,9.8,0.3,<0.5,0.01,30,GOOD,LMV movement,4,Ponda
19-07-2018,6.9,10.8,35,10.8,0.9,<0.5,0.6,35,GOOD,LMV movement,4,Ponda
24-07-2018,7.6,11,31.5,10,0.6,<0.5,0.58,32,GOOD,No unsual activity,4,Ponda
26-07-2018,6.8,12.1,33.2,10.9,0.8,<0.5,0.62,33,GOOD,No unsual activity,4,Ponda
02-08-2018,7.4,11.2,39.2,12.1,0.91,<0.5,<0.01,39,GOOD,LMV movement observed,4,Ponda
07-08-2018,8.9,13.1,43.5,13.6,1.02,<0.5,0.68,44,GOOD,LMV movement observed,4,Ponda
09-08-2018,8.8,13.8,37.5,11.8,0.4,<0.5,0.61,38,GOOD,LMV movement observed,4,Ponda
13-08-2018,8.1,14.1,30.8,9.9,0.25,<0.5,<0.01,31,GOOD,LMV movement observed,4,Ponda
16-08-2018,7.7,14,33,10.7,0.98,<0.5,<0.01,33,GOOD,LMV movement observed,4,Ponda
21-08-2018,8.3,12.9,38.3,12,0.76,<0.5,0.45,38,GOOD,LMV movement observed,4,Ponda
23-08-2018,7,9.5,34.7,11.4,0.87,<0.5,0.6,35,GOOD,LMV movement observed,4,Ponda
28-08-2018,7.3,11,32.9,10.3,,<0.5,<0.01,33,GOOD,LMV movement observed,4,Ponda
30-08-2018,7.6,11.8,40.4,12.7,1.01,<0.5,0.58,40,GOOD,LMV movement observed,4,Ponda
26-11-2018,10.86,13.2,68.31,28.61,15.56,,0.09,66,SATISFACTORY,,4,Ponda
29-11-2018,11.21,13.52,68.96,30.77,17.89,,0.1,69,SATISFACTORY,,4,Ponda
03-12-2018,10.48,15.81,68.96,34.45,15.41,,0.09,60,SATISFACTORY,,4,Ponda
06-12-2018,11.41,15.94,64.77,33.45,17.4,,0.1,62,SATISFACTORY,,4,Ponda
10-12-2018,10.04,15.83,59.56,34.45,17.4,,0.08,75,SATISFACTORY,,4,Ponda
13-12-2018,9.78,15.84,81.58,40.45,15.91,,0.1,71,SATISFACTORY,,4,Ponda
17-12-2018,10.28,14.53,70.27,40.24,17.4,,0.09,66,SATISFACTORY,,4,Ponda
20-12-2018,10,15.34,63.37,36.2,16.4,,0.09,60,SATISFACTORY,,4,Ponda
24-12-2018,11.16,14.57,61.54,34.41,15.41,,0.09,64,SATISFACTORY,,4,Ponda
27-12-2018,9.88,17.36,71.16,41.45,15.91,,0.08,66,SATISFACTORY,,4,Ponda
31-12-2018,10.28,14.42,75.59,41.66,17.89,,0.1,65,SATISFACTORY,,4,Ponda
03-01-2019,10.65,16.12,84.03,46.74,17.89,,0.09,84,SATISFACTORY,,4,Ponda
07-01-2019,10.83,15.55,83.06,53.86,16.9,,0.09,90,SATISFACTORY,,4,Ponda
10-01-2019,10.82,15.07,94.47,65.19,15.41,,0.08,117,MODERATE,,4,Ponda
14-01-2019,10.88,14.56,92.16,56.69,15.91,,0.1,94,SATISFACTORY,,4,Ponda
17-01-2019,11.15,15.04,94.64,65.98,16.4,,0.09,120,MODERATE,,4,Ponda
21-01-2019,10.89,15.68,88.25,63.78,16.4,,0.08,113,MODERATE,,4,Ponda
24-01-2019,11.34,15.41,92.09,65.07,13.92,,0.09,117,MODERATE,,4,Ponda
28-01-2019,11.7,15.25,85.04,63.52,13.92,,0.08,112,MODERATE,,4,Ponda
31-01-2019,10.63,15.9,92.47,73.19,16.9,,0.09,114,MODERATE,,4,Ponda
04-02-2019,10.39,14.43,119.64,54.61,16.4,,0.09,113,MODERATE,,4,Ponda
07-02-2019,10.72,13.82,91.14,42.9,17,,0.09,91,SATISFACTORY,,4,Ponda
11-02-2019,10.61,14.37,109.91,59.94,15.41,,0.08,107,MODERATE,,4,Ponda
14-02-2019,10.91,14.16,117.38,63.65,14.41,,0.08,112,MODERATE,,4,Ponda
18-02-2019,10.57,14.32,123.3,47.49,15.41,,0.09,116,MODERATE,,4,Ponda
21-02-2019,10.55,13.41,127.45,58.23,17.5,,0.08,118,MODERATE,,4,Ponda
25-02-2019,10.63,14.18,90.93,52.61,14.41,,0.08,91,SATISFACTORY,,4,Ponda
28-02-2019,10.65,13.67,111.51,68.74,17.89,,0.09,129,MODERATE,,4,Ponda
02-03-2019,10.1,14.2,123,47.91,10.93,,0.08,115,Moderate,,4,Ponda
04-03-2019,10.3,14.58,146.1,84.98,16.9,,0.08,183,Moderate,,4,Ponda
09-03-2019,9.94,14.88,129.2,51.66,15.61,,0.08,119,Moderate,,4,Ponda
12-03-2019,10.55,15.35,86.3,48.66,13.92,,0.08,86,Satisfactory,,4,Ponda
16-03-2019,10.51,15.36,129.5,55.82,16.9,,0.08,120,Moderate,,4,Ponda
19-03-2019,10.26,14.5,117.8,49.91,11.03,,0.07,112,Moderate,,4,Ponda
23-03-2019,10.48,14.38,97.6,59.99,18.39,,0.07,100,Moderate,,4,Ponda
26-03-2019,10.28,14.43,91.5,37.07,17.89,,0.08,91,Satisfactory,,4,Ponda
30-03-2019,10.22,14.69,79.6,38.7,13.92,,0.07,80,Satisfactory,,4,Ponda
03-04-2018,11,19.6,68,36.7,10.4,0.1,0.41,68,SATISFACTORY,"LMV movement, HMV movement, ",5,Sanguem
06-04-2018,10.6,18.5,71.3,39.6,11.8,0.1,0.45,71,SATISFACTORY,"LMV movement, HMV movement, ",5,Sanguem
10-04-2018,10.5,19.9,58.7,31.3,10.9,ND,0.46,59,SATISFACTORY,"LMV movement, HMV movement, ",5,Sanguem
13-04-2018,12,19.4,65.1,40,9.8,ND,0.51,67,SATISFACTORY,"LMV movement, HMV movement, ",5,Sanguem
17-04-2018,11,18.7,69.5,35.7,8.4,0.1,0.46,70,SATISFACTORY,"LMV movement, HMV movement, ",5,Sanguem
20-04-2018,8.9,16,66.9,36.6,9,ND,0.45,67,SATISFACTORY,"LMV movement, HMV movement, ",5,Sanguem
24-04-2018,11.3,18.8,69.1,35.5,12,0.1,0.55,69,SATISFACTORY,"LMV movement, HMV movement, ",5,Sanguem
27-04-2018,9.4,16,66.6,34.5,13.3,ND,0.59,67,SATISFACTORY,"LMV movement, HMV movement, ",5,Sanguem
01-05-2018,10.1,13.3,76.3,39.1,12.8,0.1,0.5,68,SATISFACTORY,"LMV movement, HMV movement, ",5,Sanguem
04-05-2018,9.3,12.1,65.2,30.4,15.3,0.2,0.5,71,SATISFACTORY,"LMV movement, HMV movement, ",5,Sanguem
08-05-2018,9.8,13.1,66.3,36.5,11.3,0.1,0.4,59,SATISFACTORY,"LMV movement, HMV movement, ",5,Sanguem
11-05-2018,9.3,12,61,34.7,12.4,0.2,0.5,67,SATISFACTORY,"LMV movement, HMV movement, ",5,Sanguem
15-05-2018,9.7,12.4,59.4,33.8,11,0.2,0.5,70,SATISFACTORY,"LMV movement, HMV movement, ",5,Sanguem
18-05-2018,8.9,12.3,62.4,35.4,7.2,0.2,0.5,67,SATISFACTORY,"LMV movement, HMV movement, ",5,Sanguem
22-05-2018,9.1,11.6,67.3,35,13.4,0.1,0.5,69,SATISFACTORY,"LMV movement, HMV movement, ",5,Sanguem
25-05-2018,9,12.1,73.5,40,12.3,0.1,0.4,67,SATISFACTORY,"LMV movement, HMV movement, ",5,Sanguem
29-05-2018,8.8,13.2,65.1,37.5,13.7,0.1,0.4,,,,5,Sanguem
01-06-2018,6.6,11,25.2,11.4,5,0.1,0.34,68,SATISFACTORY,"LMV movement, HMV movement, ",5,Sanguem
05-06-2018,5.8,11.4,27.6,14.4,5,0.1,0.35,71,SATISFACTORY,"LMV movement, HMV movement, ",5,Sanguem
08-06-2018,6.2,12.3,36.7,14.6,8.9,0.1,0.38,59,SATISFACTORY,"LMV movement, HMV movement, ",5,Sanguem
12-06-2018,5.3,11.9,40.3,20.3,7.3,0.1,0.41,67,SATISFACTORY,"LMV movement, HMV movement, ",5,Sanguem
15-06-2018,7.1,11,33.1,15.8,5,0.1,0.39,70,SATISFACTORY,"LMV movement, HMV movement, ",5,Sanguem
19-06-2018,6.6,11.9,54.2,21,6.1,0.1,0.32,67,SATISFACTORY,"LMV movement, HMV movement, ",5,Sanguem
22-06-2018,6.7,12.4,57.3,21.9,8.7,0.1,0.36,69,SATISFACTORY,"LMV movement, HMV movement, ",5,Sanguem
26-06-2018,6.9,12.9,46,24.5,7.3,0.1,0.42,67,SATISFACTORY,"LMV movement, HMV movement, ",5,Sanguem
03-07-2018,6.6,11,25.2,11.4,BDL,ND,0.3,25,GOOD,"LMV movement, HMV movement, ",5,Sanguem
06-07-2018,6.5,11.4,27.6,14.4,BDL,ND,0.4,28,GOOD,"LMV movement, HMV movement, ",5,Sanguem
10-07-2018,6.2,12.3,36.7,14.6,8.9,ND,0.4,37,GOOD,"LMV movement, HMV movement, ",5,Sanguem
13-07-2018,6,11.9,40.3,20.3,7.3,0.1,0.4,40,GOOD,"LMV movement, HMV movement, ",5,Sanguem
17-07-2018,7.1,11,33.1,15.8,BDL,ND,0.4,33,GOOD,"LMV movement, HMV movement, ",5,Sanguem
20-07-2018,7.5,11.9,54.2,21,6.1,ND,0.3,54,SATISFACTORY,"LMV movement, HMV movement, ",5,Sanguem
24-07-2018,6.7,12.4,57.3,21.9,8.7,ND,0.4,57,SATISFACTORY,"LMV movement, HMV movement, ",5,Sanguem
27-07-2018,7.8,12.9,46,24.5,7.3,ND,0.4,46,GOOD,"LMV movement, HMV movement, ",5,Sanguem
31-07-2018,9.2,13.5,31.7,15.8,8.8,ND,0.4,32,GOOD,,5,Sanguem
03-08-2018,7.5,14,41,27.5,9.1,ND,0.37,50,GOOD,"LMV movement, HMV movement, ",5,Sanguem
07-08-2018,8.2,11.9,45,30.4,10.5,0.1,0.38,54,SATISFACTORY,"LMV movement, HMV movement, ",5,Sanguem
10-08-2018,9.2,12.9,48.8,30.3,10,0.1,0.39,43,GOOD,"LMV movement, HMV movement, ",5,Sanguem
14-08-2018,10.3,11.9,58.1,32.5,6.7,0.1,0.41,57,SATISFACTORY,"LMV movement, HMV movement, ",5,Sanguem
17-08-2018,8.3,12,52.9,34.2,7.2,0.2,0.4,58,SATISFACTORY,"LMV movement, HMV movement, ",5,Sanguem
21-08-2018,9.1,11.5,56.1,25.9,6.1,ND,0.42,55,SATISFACTORY,"LMV movement, HMV movement, ",5,Sanguem
24-08-2018,7.6,12.7,55.8,25.4,5.7,0.1,0.39,59,,,5,Sanguem
28-08-2018,9.8,15.6,43.7,22.5,11.1,ND,0.4,59,SATISFACTORY,"LMV movement, HMV movement, ",5,Sanguem
31-08-2018,7.6,13.2,51.1,28.7,10.3,ND,0.37,57,SATISFACTORY,"LMV movement, HMV movement, ",5,Sanguem
27-11-2018,12.04,16.22,89.51,34.84,19.19,,0.09,90,SATISFACTORY,,5,Sanguem
30-11-2018,12.44,16.08,67.65,35.4,14.86,,1.1,68,SATISFACTORY,,5,Sanguem
04-12-2018,10.49,15.97,61.49,37.53,16.9,,0.08,63,SATISFACTORY,,5,Sanguem
07-12-2018,11.18,16.27,61.76,34.66,16.9,,0.1,62,SATISFACTORY,,5,Sanguem
11-12-2018,10.66,16.28,63.09,38.45,16.4,,0.08,64,SATISFACTORY,,5,Sanguem
14-12-2018,10.91,16.52,76.63,38.11,15.91,,0.1,77,SATISFACTORY,,5,Sanguem
18-12-2018,10.95,15.02,62.35,39.16,16.9,,0.09,65,SATISFACTORY,,5,Sanguem
21-12-2018,10.03,16.29,60.7,34.24,15.91,,0.09,61,SATISFACTORY,,5,Sanguem
25-12-2018,11.87,16.81,64.16,32.49,14.41,,0.09,64,SATISFACTORY,,5,Sanguem
28-12-2018,11.31,15.42,69.6,37.41,17.4,,0.09,70,SATISFACTORY,,5,Sanguem
01-01-2019,11.8,15.25,73.5,42.91,14.41,,0.09,74,SATISFACTORY,,5,Sanguem
04-01-2019,11.68,15.57,78.53,51.82,18.89,,0.08,86,SATISFACTORY,,5,Sanguem
08-01-2019,11.56,15.83,105.71,67.73,13.42,,0.09,126,MODERATE,,5,Sanguem
11-01-2019,12.2,15.4,103.78,61.28,16.9,,0.1,104,MODERATE,,5,Sanguem
15-01-2019,11.41,14.7,95.87,44.2,16.4,,0.08,96,SATISFACTORY,,5,Sanguem
18-01-2019,11.5,15.09,93.61,55.07,15.41,,0.08,94,SATISFACTORY,,5,Sanguem
22-01-2019,11.83,16.2,67.03,48.99,17.4,,0.09,82,SATISFACTORY,,5,Sanguem
25-01-2019,11.81,16.54,77.1,53.07,16.4,,0.08,88,SATISFACTORY,,5,Sanguem
29-01-2019,11.9,15.11,97.77,58.61,16.4,,0.1,98,SATISFACTORY,,5,Sanguem
01-02-2019,10.55,14.05,80.89,47.9,14.41,,0.07,81,SATISFACTORY,,5,Sanguem
05-02-2019,10.92,15.01,60.65,33.37,20.38,,0.081,61,SATISFACTORY,,5,Sanguem
08-02-2019,10.73,14.12,78.11,40.66,17.4,,0.078,78,SATISFACTORY,,5,Sanguem
12-02-2019,10.85,14.4,71.64,35.37,17.5,,0.09,72,SATISFACTORY,,5,Sanguem
15-02-2019,10.56,14.47,69.57,36.28,15.91,,0.08,70,SATISFACTORY,,5,Sanguem
19-02-2019,10.55,14.23,66.76,30.91,16.9,,0.085,67,SATISFACTORY,,5,Sanguem
22-02-2019,10.68,14.07,85.24,33.33,17.25,,0.08,85,SATISFACTORY,,5,Sanguem
26-02-2019,10.17,14.69,79.13,29.16,16.9,,0.08,79,SATISFACTORY,,5,Sanguem
01-03-2019,10.06,14.68,90.7,39.16,14.81,,0.07,91,SATISFACTORY,,5,Sanguem
05-03-2019,10.7,14.97,139.7,64.15,16.4,,0.07,126,MODERATE,,5,Sanguem
08-03-2019,10.83,14.7,128.5,48.7,15.91,,0.08,119,MODERATE,,5,Sanguem
12-03-2019,10.63,14.83,61,31.62,16.9,,0.08,61,SATISFACTORY,,5,Sanguem
15-03-2019,10.57,14.92,145.2,49.53,15.41,,0.07,130,MODERATE,,5,Sanguem
20-03-2019,10.33,14.71,90.4,42.91,14.91,,0.08,90,SATISFACTORY,,5,Sanguem
23-03-2019,10.57,14.74,73.4,38.12,17.89,,0.07,73,SATISFACTORY,,5,Sanguem
27-03-2019,10.58,14.33,90.7,39.24,14.91,,0.07,91,SATISFACTORY,,5,Sanguem
30-03-2019,10.54,14.86,69.3,36.66,14.41,,0.09,69,SATISFACTORY,,5,Sanguem
02-04-2018,10.2,21.8,71.9,45,11.5,0.1,0.47,75,SATISFACTORY,"LMV movement, HMV movement",6,Quepem Tilamol
05-04-2018,11.4,16.1,82.2,48.7,12.7,0.2,0.51,82,SATISFACTORY,"LMV movement, HMV movement",6,Quepem Tilamol
09-04-2018,12,16.9,85.5,43.4,12,0.1,0.52,86,SATISFACTORY,"LMV movement, HMV movement",6,Quepem Tilamol
12-04-2018,11.4,18.5,79.4,45,14.2,0.2,0.47,79,SATISFACTORY,"LMV movement, HMV movement",6,Quepem Tilamol
16-04-2018,10.3,14.5,66.1,43.9,12.8,ND,0.52,73,SATISFACTORY,"LMV movement, HMV movement",6,Quepem Tilamol
19-04-2018,9.2,14.9,75.4,40.6,8.7,ND,0.49,75,SATISFACTORY,"LMV movement, HMV movement",6,Quepem Tilamol
23-04-2018,10.6,14.6,76.4,45.7,15,0.1,0.53,76,SATISFACTORY,"LMV movement, HMV movement",6,Quepem Tilamol
26-04-2018,10,15.8,64.2,41,13.1,ND,0.5,68,SATISFACTORY,"LMV movement, HMV movement",6,Quepem Tilamol
30-04-2018,9.6,13.1,70.1,38.9,13.9,ND,0.55,70,SATISFACTORY,,6,Quepem Tilamol
03-05-2018,8.5,16.5,78.8,48.5,8.28,0.2,0.48,81,SATISFACTORY,,6,Quepem Tilamol
07-05-2018,10,14.2,67.6,49.7,13.27,0.2,0.52,83,SATISFACTORY,,6,Quepem Tilamol
10-05-2018,10.3,14.6,56.7,40.2,8.92,0.1,0.49,67,SATISFACTORY,,6,Quepem Tilamol
14-05-2018,9,13.9,61.4,43.7,13.86,0.1,0.51,73,SATISFACTORY,,6,Quepem Tilamol
17-05-2018,11,14.8,63.6,40.4,6.28,ND,0.5,67,SATISFACTORY,,6,Quepem Tilamol
21-05-2018,9.1,14.6,72.7,49,14.09,0.2,0.48,82,SATISFACTORY,,6,Quepem Tilamol
24-05-2018,11.2,14.9,71.6,39.5,13.56,0.2,0.52,72,SATISFACTORY,,6,Quepem Tilamol
28-05-2018,9.2,14.1,64.5,33.2,11.8,ND,0.53,65,SATISFACTORY,,6,Quepem Tilamol
31-05-2018,10,14,63,32.8,12.98,0.1,0.49,63,SATISFACTORY,,6,Quepem Tilamol
04-06-2018,7.3,12.1,61.8,31.6,5,0.1,0.42,75,SATISFACTORY,"LMV movement, HMV movement",6,Quepem Tilamol
07-06-2018,8.6,12.3,58.6,34.2,5,0.1,0.43,82,SATISFACTORY,"LMV movement, HMV movement",6,Quepem Tilamol
11-06-2018,8.1,12.1,32.1,17.9,5,0.1,0.37,86,SATISFACTORY,"LMV movement, HMV movement",6,Quepem Tilamol
14-06-2018,7,13.2,29.7,14.6,5,0.1,0.39,79,SATISFACTORY,"LMV movement, HMV movement",6,Quepem Tilamol
18-06-2018,7.7,9.5,24.8,12.3,5,0.1,0.36,73,SATISFACTORY,"LMV movement, HMV movement",6,Quepem Tilamol
21-06-2018,7.1,11.6,25.7,14.2,5,0.1,0.33,75,SATISFACTORY,"LMV movement, HMV movement",6,Quepem Tilamol
25-06-2018,6.4,10.8,25.8,16.6,5,0.1,0.37,76,SATISFACTORY,"LMV movement, HMV movement",6,Quepem Tilamol
29-06-2018,6.3,11.3,32.9,18.7,5,0.1,0.36,68,SATISFACTORY,"LMV movement, HMV movement",6,Quepem Tilamol
02-07-2018,6.9,12.2,33.9,15.4,5,ND,0.36,34,GOOD,"LMV movement, HMV movement",6,Quepem Tilamol
05-07-2018,7.5,11.7,32.4,12.5,6.1,ND,0.37,32,GOOD,"LMV movement, HMV movement",6,Quepem Tilamol
09-07-2018,5.8,11.9,32.9,15,7.9,ND,0.36,33,GOOD,"LMV movement, HMV movement",6,Quepem Tilamol
12-07-2018,6.6,12,35.7,18.7,5,ND,0.38,36,GOOD,"LMV movement, HMV movement",6,Quepem Tilamol
16-07-2018,7.4,9.9,30.8,16.6,5,0.1,0.36,31,GOOD,"LMV movement, HMV movement",6,Quepem Tilamol
19-07-2018,6.9,10.9,35.1,15.4,6.1,ND,0.33,35,GOOD,"LMV movement, HMV movement",6,Quepem Tilamol
23-07-2018,5.9,12.9,34,18.6,5.4,0.1,0.37,36,GOOD,"LMV movement, HMV movement",6,Quepem Tilamol
26-07-2018,6.7,13.3,36.4,22.1,9.4,ND,0.44,37,GOOD,"LMV movement, HMV movement",6,Quepem Tilamol
30-07-2018,8.1,14.8,40.5,25.4,7.7,ND,0.43,42,GOOD,"LMV movement, HMV movement",6,Quepem Tilamol
02-08-2018,9.2,11.6,41.3,20.7,10.1,0.1,0.37,50,GOOD,"LMV movement, HMV movement",6,Quepem Tilamol
06-08-2018,9.7,12.7,48.7,23.7,11.8,ND,0.41,54,SATISFACTORY,"LMV movement, HMV movement",6,Quepem Tilamol
09-08-2018,9.8,12.5,42.7,21.7,12.6,0.1,0.36,43,GOOD,"LMV movement, HMV movement",6,Quepem Tilamol
13-08-2018,8.2,14.9,57,26.7,10.4,0.1,0.38,57,SATISFACTORY,"LMV movement, HMV movement",6,Quepem Tilamol
16-08-2018,8.1,12.8,58.4,26.5,11,0.1,0.4,58,SATISFACTORY,"LMV movement, HMV movement",6,Quepem Tilamol
20-08-2018,9.3,12.5,55.3,25.7,8.3,ND,0.39,55,SATISFACTORY,"LMV movement, HMV movement",6,Quepem Tilamol
23-08-2018,8.6,12,52.1,24.2,14.3,0.1,0.43,59,SATISFACTORY,"LMV movement, HMV movement",6,Quepem Tilamol
27-08-2018,9.5,13.8,59,27.4,13.9,0.1,0.41,59,SATISFACTORY,"LMV movement, HMV movement",6,Quepem Tilamol
31-08-2018,8,12.8,57,25.9,13.3,ND,0.43,57,SATISFACTORY,"LMV movement, HMV movement",6,Quepem Tilamol
22-10-2018,12.07,15.66,75.73,35.99,18.75,,0.13,102,SATISFACTORY,,6,Quepem Tilamol
26-10-2018,12.25,15.65,79.5,34.33,18.9,,0.14,98,SATISFACTORY,,6,Quepem Tilamol
29-10-2018,11.28,15.14,80.36,35.17,17.26,,0.14,99,SATISFACTORY,,6,Quepem Tilamol
01-11-2018,11.1,16.85,75.8,33.28,17.2,,0.1,76,SATISFACTORY,,6,Quepem Tilamol
05-11-2018,11.62,17.5,49.63,31.53,15.95,,0.09,53,SATISFACTORY,,6,Quepem Tilamol
08-11-2018,12.38,17.45,87.21,30.41,17,,0.09,87,SATISFACTORY,,6,Quepem Tilamol
12-11-2018,12.04,17.43,60.6,30.66,17.69,,0.07,61,SATISFACTORY,,6,Quepem Tilamol
15-11-2018,12.23,16.75,76.39,25.54,18.09,,0.09,76,SATISFACTORY,,6,Quepem Tilamol
19-11-2018,12.08,17.75,56.54,16.71,18.44,,0.07,57,SATISFACTORY,,6,Quepem Tilamol
22-11-2018,11.31,16.6,54.96,22,17.1,,0.1,55,SATISFACTORY,,6,Quepem Tilamol
26-11-2018,11.83,17.23,82.97,21.62,17.3,,0.1,83,SATISFACTORY,,6,Quepem Tilamol
29-11-2018,11.96,16.62,58.03,22.87,18.19,,0.09,58,SATISFACTORY,,6,Quepem Tilamol
03-12-2018,9.89,16.53,73.29,37.66,16.4,,0.08,73,SATISFACTORY,,6,Quepem Tilamol
06-12-2018,10.8,14.11,61.24,38.95,17.4,,0.1,65,SATISFACTORY,,6,Quepem Tilamol
10-12-2018,9.97,14.51,70.54,41.53,15.41,,0.07,71,SATISFACTORY,,6,Quepem Tilamol
13-12-2018,9.99,16.26,70.7,30.41,14.91,,0.1,71,SATISFACTORY,,6,Quepem Tilamol
17-12-2018,10.79,15.27,66.23,39.99,17.89,,0.09,67,SATISFACTORY,,6,Quepem Tilamol
20-12-2018,10.88,16.17,68.45,38.53,15.41,,0.09,58,SATISFACTORY,,6,Quepem Tilamol
24-12-2018,9.48,14.36,84.53,46.24,14.91,,0.08,85,SATISFACTORY,,6,Quepem Tilamol
27-12-2018,9.81,15.5,70.81,41.32,14.41,,0.09,70,SATISFACTORY,,6,Quepem Tilamol
31-12-2018,10.82,15.79,60.67,32.79,17.89,,0.1,71,SATISFACTORY,,6,Quepem Tilamol
03-01-2019,11.49,15.21,88.89,47.03,15.41,,0.09,89,SATISFACTORY,,6,Quepem Tilamol
07-01-2019,12.2,16.19,131.99,64.78,17.89,,0.09,121,MODERA TE,,6,Quepem Tilamol
10-01-2019,11.32,14.92,139.35,90.02,16.9,,0.08,200,POOR,,6,Quepem Tilamol
14-01-2019,10.48,14.22,109.76,70.48,15.91,,0.1,135,MODERATE,,6,Quepem Tilamol
17-01-2019,12.43,15.48,108.1,63.36,16.9,,0.09,111,MODERATE,,6,Quepem Tilamol
21-01-2019,11.53,14.81,91.4,49.74,15.91,,0.08,91,SATISFACTORY,,6,Quepem Tilamol
24-01-2019,10.28,15.3,113.91,69.86,15.41,,0.09,133,MODERATE,,6,Quepem Tilamol
28-01-2019,12.54,16.19,131.64,75.23,15.41,,0.09,151,MODERATE,,6,Quepem Tilamol
31-01-2019,11.03,15.53,110.61,77.23,17.4,,0.09,157,MODERATE,,6,Quepem Tilamol
04-02-2019,10.79,14.82,109.05,153,17.94,,0.085,153,MODERATE,,6,Quepem Tilamol
07-02-2019,10.7,14.71,119.68,155,17.4,,0.091,155,MODERATE,,6,Quepem Tilamol
11-02-2019,9.97,14.3,101.08,118,17.4,,0.081,118,MODERATE,,6,Quepem Tilamol
14-02-2019,10.63,14.34,102.84,142,16.5,,0.09,142,MODERATE,,6,Quepem Tilamol
18-02-2019,10.69,14.43,94.84,144,17.5,,0.089,144,MODERATE,,6,Quepem Tilamol
21-02-2019,10.65,14.33,83.53,152,16.9,,0.078,152,MODERATE,,6,Quepem Tilamol
25-02-2019,11.27,14.94,91.09,153,14.41,,0.09,153,MODERATE,,6,Quepem Tilamol
28-02-2019,10.76,14.15,73.82,122,16.9,,0.09,122,MODERATE,,6,Quepem Tilamol
04-03-2019,10.66,14.71,76.48,40,12.92,,0.08,76,Satisfactory,,6,Quepem Tilamol
07-03-2019,10.51,15.25,120.51,51.4,17.39,,0.07,114,Moderate,,6,Quepem Tilamol
11-03-2019,10.66,15.48,99.03,47.5,11.93,,0.08,99,Satisfactory,,6,Quepem Tilamol
14-03-2019,10.54,15.27,118.66,52.1,15.41,,0.09,112,Moderate,,6,Quepem Tilamol
20-03-2019,10.6,14.7,100.57,50.6,11.93,,0.07,100,Satisfactory,,6,Quepem Tilamol
23-03-2019,10.43,14.94,109.29,60.8,13.97,,0.07,106,Moderate,,6,Quepem Tilamol
27-03-2019,10.49,14.28,88.25,41.2,16.9,,0.07,88,Satisfactory,,6,Quepem Tilamol
30-03-2019,10.43,14.51,89.21,47.5,11.43,,0.08,89,Satisfactory,,6,Quepem Tilamol
04-04-2018,8.9,14.2,52.5,17.3,0.9,<0.5,<0.01,53,SATISFACTORY, Industrial emissions,7,Kundaim
07-04-2018,5.9,10.6,92.8,30.9,<0.5,<0.5,0.45,93,SATISFACTORY, Industrial emissions,7,Kundaim
