DATE,SO2,NO2 ,PM10,PM2.5,O3,Pb,CO,AQI,AQI REMARKS,FIELD OBSERVATIONS,Station ID,Station Name
03-03-2018,8.7,12.9,90,28.4,<0.5,<0.5,<0.01,90,SATISFACTORY,INDUSTRIAL EMISSION & LIGHT VEHICLE MOVEMENT OBSERVED,2,Amona
07-03-2018,8.9,13.6,89.2,29.3,0.6,<0.5,0.88,89,SATISFACTORY,INDUSTRIAL EMISSION OBSERVED,2,Amona
09-03-2018,9.7,18.2,51,26.7,<0.5,<0.5,<0.01,81,SATISFACTORY,INDUSTRIAL EMISSION OBSERVED,2,Amona
14-03-2018,8.4,16.1,74.7,24.5,0.6,<0.5,0.56,75,SATISFACTORY,INDUSTRIAL EMISSION OBSERVED,2,Amona
16-03-2018,9.1,9.8,69,23.1,0.6,<0.5,<0.01,69,SATISFACTORY,INDUSTRIAL EMISSION OBSERVED,2,Amona
21-03-2018,6.8,13.3,64.4,21,0.7,<0.5,0.65,64,SATISFACTORY,INDUSTRIAL EMISSION OBSERVED,2,Amona
23-03-2018,6.5,15,74.4,23.9,0.7,<0.5,0.77,74,SATISFACTORY,INDUSTRIAL EMISSION OBSERVED,2,Amona
26-03-2018,8.6,12.3,73.4,23.8,<0.5,<0.5,0.71,73,SATISFACTORY,INDUSTRIAL EMISSION OBSERVED,2,Amona
28-03-2018,7.1,16.2,80.4,25.7,0.6,<0.5,<0.01,80,SATISFACTORY,INDUSTRIAL EMISSION OBSERVED,2,Amona
04-04-2017,7.4,15.6,60.3,19.1,2.37,<0.5,<0.01,60,SATISFACTORY,No unsual activity,3,Margao
06-04-2017,6.6,16.1,57.5,18.1,<0.5,<0.5,<0.01,58,SATISFACTORY,No unsual activity,3,Margao
11-04-2017,7.9,15.8,62.9,19.8,<0.5,<0.5,<0.01,63,SATISFACTORY,No unsual activity,3,Margao
14-04-2017,6.8,15.5,83.6,26.2,2.61,<0.5,<0.01,84,SATISFACTORY,No unsual activity,3,Margao
18-04-2017,7,16.2,55.4,18,<0.5,<0.5,<0.01,57,SATISFACTORY,No unsual activity,3,Margao
20-04-2017,6.5,15.7,51.6,16.7,2.11,<0.5,<0.01,57,SATISFACTORY,No unsual activity,3,Margao
25-04-2017,6.8,16.1,65.7,20.6,2.09,<0.5,<0.01,66,SATISFACTORY,No unsual activity,3,Margao
27-04-2017,6.9,16,59.2,18.9,2.63,<0.5,<0.01,59,SATISFACTORY,No unsual activity,3,Margao
04-05-2017,7.8,13.6,59.2,19,1.92,<0.5,<0.01,59,SATISFACTORY,No unsual activity,3,Margao
06-05-2017,6.4,11.9,60.9,19.3,<0.5,<0.5,<0.01,61,SATISFACTORY,No unsual activity; Heavy Rainfall observed,3,Margao
09-05-2017,7.9,13.2,58.3,18.2,<0.5,<0.5,<0.01,58,SATISFACTORY,No unsual activity,3,Margao
11-05-2017,7.1,14.2,61.5,19.2,2.63,<0.5,<0.01,62,SATISFACTORY,No unsual activity,3,Margao
16-05-2017,7.5,9.5,78.3,24.5,<0.5,<0.5,<0.01,78,SATISFACTORY,No unsual activity,3,Margao
19-05-2017,6.7,16.1,40.6,12.9,2.42,<0.5,<0.01,57,SATISFACTORY,No unsual activity,3,Margao
23-05-2017,6.4,14,42.2,13.4,1.99,<0.5,<0.01,57,SATISFACTORY,No unsual activity,3,Margao
25-05-2017,6.5,11.7,37.5,12.5,2.38,<0.5,<0.01,57,SATISFACTORY,No unsual activity,3,Margao
30-05-2017,7.3,11.6,46.5,14.9,<0.5,<0.5,<0.01,57,SATISFACTORY,No unsual activity,3,Margao
01-06-2017,5.5,10.2,29.1,9.3,1.9, -,<0.01,29,GOOD,No unusual activity,3,Margao
06-06-2017,6,9.8,42.2,13.2,<0.5, -,<0.01,42,GOOD,Rainfall observed;No unusual activity,3,Margao
08-06-2017,5.4,10.4,28.2,9.5,<0.5, -,<0.01,28,GOOD,Rainfall observed;No unusual activity,3,Margao
13-06-2017,6,8.7,25.2,8,2.6, -,<0.01,25,GOOD,Rainfall observed;No unusual activity,3,Margao
15-06-2017,4.9,7.9,37.9,11.9,<0.5, -,<0.01,38,GOOD,Rainfall observed;No unusual activity,3,Margao
20-06-2017,5.9,8.5,24.9,8.1,1.9, -,<0.01,25,GOOD,Rainfall observed;No unusual activity,3,Margao
22-06-2017,6.5,10.1,24.8,8,2.1, -,<0.01,25,GOOD,Rainfall observed;No unusual activity,3,Margao
27-06-2017,5.5,10.4,42.3,13.3,0.7, -,<0.01,42,GOOD,Rainfall observed;No unusual activity,3,Margao
29-06-2017,5.9,10,37.7,11.9,<0.5, -,<0.01,38,GOOD,Rainfall observed;No unusual activity,3,Margao
04-07-2017,4.8,9.3,65.3,20.5,<0.5,<0.5,<0.01,65,SATISFACTORY,Rainfall observed;No unusual activity,3,Margao
06-07-2017,5.4,9.6,42.5,13.5,<0.5,<0.5,<0.01,43,GOOD,Rainfall observed;No unusual activity,3,Margao
11-07-2017,5,8.6,27,8.7,<0.5,<0.5,<0.01,27,GOOD, ,3,Margao
13-07-2017,5.1,8.9,30.3,9.7,0.8,<0.5,<0.01,30,GOOD,Rainfall observed;No unusual activity,3,Margao
18-07-2017,4.4,9.7,25.9,8.3,<0.5,<0.5,<0.01,26,GOOD, traffic jam observed & rainfall,3,Margao
20-07-2017,4.1,10.5,29.6,9.5,0.8,<0.5,<0.01,30,GOOD,Rainfall observed;No unusual activity,3,Margao
25-07-2017,6.9,10,29.3,9.4,0.8,<0.5,<0.01,29,GOOD,No unusual activity,3,Margao
27-07-2017,3.8,9.3,29,9.4,<0.5,<0.5,<0.01,29,GOOD, traffic jam observed,3,Margao
01-08-2017,6.3,11,43.2,13.6,0.7,<0.5,<0.01,43,GOOD,Rainfall observed;No unusual activity,3,Margao
03-08-2017,4.6,11.5,44.6,14.1,<0.5,<0.5,<0.01,45,GOOD,Rainfall observed;No unusual activity,3,Margao
08-08-2017,6.4,9.9,29.2,10,<0.5,<0.5,<0.01,29,GOOD,No unusual activity,3,Margao
10-08-2017,5.2,9.8,32.5,10.2,<0.5,<0.5,<0.01,33,GOOD,Rainfall observed;No unusual activity,3,Margao
16-08-2017,5.4,10.4,46.3,14.4,0.7,<0.5,<0.01,46,GOOD,No unusual activity,3,Margao
18-08-2017,4,9.4,32.9,10.5,0.8,<0.5,<0.01,33,GOOD,Rainfall observed;No unusual activity,3,Margao
21-08-2017,4.8,10.5,37.3,11.5,<0.5,<0.5,<0.01,37,GOOD,Rainfall observed;No unusual activity,3,Margao
23-08-2017,5.8,10.2,26.5,11.3,0.9,<0.5,<0.01,27,GOOD,Rainfall observed;No unusual activity,3,Margao
30-08-2017,5.3,9.6,40.2,12.7,<0.5,<0.5,<0.01,40,GOOD,No unusual activity,3,Margao
02-09-2017,6.1,10.6,58.8,18.5,<0.5,<0.5,<0.01,59,SATISFACTORY,No unusual activity,3,Margao
05-09-2017,7.6,11.7,45.6,14.3,<0.5,<0.5,<0.01,46,GOOD,No unusual activity,3,Margao
07-09-2017,7.1,10.2,35.7,11.6,0.9,<0.5,<0.01,36,GOOD,Rainfall observed;No unusual activity,3,Margao
12-09-2017,6.8,9.5,33,10.5,<0.5,<0.5,<0.01,33,GOOD,Rainfall observed;No unusual activity,3,Margao
14-09-2017,6.7,11.5,36.7,11.6,0.6,<0.5,<0.01,37,GOOD,traffic jam,3,Margao
19-09-2017,8.5,11,35.7,11.3,<0.5,<0.5,<0.01,36,GOOD," traffic jam, rainfall observed",3,Margao
21-09-2017,7.7,11.1,33.6,10.8,<0.5,<0.5,<0.01,34,GOOD,Rainfall observed;No unusual activity,3,Margao
26-09-2017,7.2,12.6,33.2,10.8,0.9,<0.5,<0.01,33,GOOD,Rainfall observed;No unusual activity,3,Margao
28-09-2017,8.1,10.1,27.9,8.8,<0.5,<0.5,<0.01,28,GOOD,Rainfall observed;No unusual activity,3,Margao
05-10-2017,8.1,11.8,49.6,15.5,0.7,<0.5,<0.01,50,GOOD,No unusual activity,3,Margao
07-10-2017,9.1,12.4,52.3,16.6,0.8,<0.5,<0.01,52,SATISFACTORY," traffic jam, fifa u-17  world cup match at fatorda stadium",3,Margao
10-10-2017,7.8,12.3,47.5,15.2,<0.5,<0.5,<0.01,48,GOOD," traffic jam, ",3,Margao
12-10-2017,7.6,11.1,51.9,16.2,0.9,<0.5,<0.01,52,SATISFACTORY,No unusual activity,3,Margao
19-10-2017,12.5,17.8,116.9,36.5,0.7,<0.5,<0.01,111,MODERATE,No unusual activity,3,Margao
21-10-2017,11,13.1,50.1,16.4,<0.5,<0.5,<0.01,50,GOOD," traffic jam, ",3,Margao
24-10-2017,11.9,12.6,49.2,15.5,<0.5,<0.5,<0.01,49,GOOD,No unusual activity,3,Margao
26-10-2017,8.3,13.4,46.4,15.2,1.1,<0.5,<0.01,46,GOOD,No unusual activity,3,Margao
02-11-2017,9.1,12.9,60.3,18.8,<0.5,<0.5,<0.01,60,SATISFACTORY,No unusual activity,3,Margao
04-11-2017,9.2,11.5,60.8,19.5,0.9,<0.5,<0.01,61,SATISFACTORY, traffic jam observed,3,Margao
07-11-2017,8.9,12.5,52.1,16.5,0.9,<0.5,<0.01,52,SATISFACTORY,No unusual activity,3,Margao
09-11-2017,7.3,11.2,50.6,15.6,<0.5,<0.5,<0.01,51,SATISFACTORY, traffic jam observed,3,Margao
15-11-2017,9.9,14.6,58,18.3,0.7,<0.5,<0.01,58,SATISFACTORY,No unusual activity,3,Margao
17-11-2017,9.5,13.2,47.1,14.9,<0.5,<0.5,<0.01,47,SATISFACTORY,No unusual activity,3,Margao
21-11-2017,10.4,13.4,60.5,19,<0.5,<0.5,<0.01,61,SATISFACTORY,No unusual activity,3,Margao
23-11-2017,8.1,13,75.7,24.5,0.7,<0.5,<0.01,76,SATISFACTORY,No unusual activity,3,Margao
28-11-2017,8.1,12.7,84.7,26.4,<0.5,<0.5,<0.5,86,SATISFACTORY,No unusual activity,3,Margao
30-11-2017,8.5,12.9,73.8,23,1.4,<0.5,<0.5,74,SATISFACTORY, traffic jam observed,3,Margao
05-12-2017,8.9,13.2,39.8,12.8,0.6,<0.5,0.75,40,GOOD,No unusual activity,3,Margao
07-12-2017,8.2,11.6,62.4,19.6,<0.5,<0.5,<0.01,62,SATISFACTORY,No unusual activity,3,Margao
12-12-2017,9.3,13.9,55.9,18.2,0.7,<0.5,0.64,56,SATISFACTORY,No unusual activity,3,Margao
14-12-2017,9.8,13,74.1,24.3,<0.5,<0.5,<0.01,74,SATISFACTORY,No unusual activity,3,Margao
21-12-2017,10.3,14.3,79,24.2,0.7,<0.5,0.75,79,SATISFACTORY,"consrtuction activity  observed, ",3,Margao
23-12-2017,8.7,13.6,76.4,24.9,<0.5,<0.5,<0.01,76,SATISFACTORY,"Traffic jam   observed, ",3,Margao
28-12-2017,9.5,14,84,26.1,<0.5,<0.5,0.96,84,SATISFACTORY,No unusual activity,3,Margao
30-12-2017,7.8,12.9,75.7,24.4,0.7,<0.5,0.89,76,SATISFACTORY,No unusual activity,3,Margao
03-01-2018,7.8,14.4,86,27,0.6,<0.5,0.78,86,SATISFACTORY,NO UNUSUAL ACTIVITY,3,Margao
05-01-2018,6.7,15,88.4,27.5,<0.5,<0.5,0.45,88,SATISFACTORY,NO UNUSUAL ACTIVITY,3,Margao
09-01-2018,8.4,16.7,93.5,29.5,0.8,<0.5,0.64,94,SATISFACTORY,NO UNUSUAL ACTIVITY,3,Margao
11-01-2018,8.2,13.7,91.6,28.1,<0.5,<0.5,<0.01,92,SATISFACTORY,TRAFFIC JAM OBSERVED,3,Margao
16-01-2018,8,12.7,81.2,25.4,<0.5,<0.5,0.88,81,SATISFACTORY,TRAFFIC JAM OBSERVED,3,Margao
18-01-2018,8.6,15.8,81.1,24.8,0.6,<0.5,<0.01,81,SATISFACTORY,NO UNUSUAL ACTIVITY,3,Margao
24-01-2018,6.9,12.8,72.6,22.5,<0.5,<0.5,0.96,73,SATISFACTORY,NO UNUSUAL ACTIVITY,3,Margao
26-01-2018,7.5,13.7,89.7,29.8,0.8,<0.5,0.89,90,SATISFACTORY,NO UNUSUAL ACTIVITY,3,Margao
30-01-2018,6.9,15.2,84.4,26,<0.5,<0.5,<0.01,84,SATISFACTORY,NO UNUSUAL ACTIVITY,3,Margao
01-02-2018,8.1,13.2,77.4,24.2,<0.5,<0.5,0.71,77,SATISFACTORY,NO UNUSUAL ACTIVITY,3,Margao
07-02-2018,8.9,16.5,64.2,20.2,0.65995,<0.5,<0.01,64,SATISFACTORY,NO UNUSUAL ACTIVITY,3,Margao
09-02-2018,6.9,15.7,71.3,22.5,<0.5,<0.5,0.88,71,SATISFACTORY,NO UNUSUAL ACTIVITY,3,Margao
13-02-2018,6,16,64.4,20.5,0.73102,<0.5,<0.01,64,SATISFACTORY,NO UNUSUAL ACTIVITY,3,Margao
15-02-2018,7.7,16.2,79.5,24.6,<0.5,<0.5,0.7,80,SATISFACTORY,NO UNUSUAL ACTIVITY,3,Margao
20-02-2018,7.7,15.9,73,23,0.58251,<0.5,<0.01,73,SATISFACTORY,NO UNUSUAL ACTIVITY,3,Margao
22-02-2018,8.4,13.2,80.7,25.2,<0.5,<0.5,0.9,81,SATISFACTORY,NO UNUSUAL ACTIVITY,3,Margao
26-02-2018,7.4,15.5,84.3,27.8,0.68498,<0.5,0.77,84,SATISFACTORY,NO UNUSUAL ACTIVITY,3,Margao
01-03-2018,8.1,14.9,86,27.4,0.7,<0.5,<0.01,86,SATISFACTORY,NO UNUSUAL ACTIVITY,3,Margao
06-03-2018,7.6,15.7,94.5,29.6,<0.5,<0.5,0.77,95,SATISFACTORY,NO UNUSUAL ACTIVITY,3,Margao
08-03-2018,8.5,14.7,78.6,24.9,0.7,<0.5,0.58,79,SATISFACTORY,NO UNUSUAL ACTIVITY,3,Margao
13-03-2018,8.3,14.3,84.1,25.9,<0.5,<0.5,<0.01,84,SATISFACTORY,LMV MOVEMENT OBSEEVED,3,Margao
15-03-2018,9,16.4,55.3,19,<0.5,<0.5,0.66,55,SATISFACTORY,LMV MOVEMENT OBSEEVED,3,Margao
19-03-2018,8.7,15.6,64.7,20.6,0.6,<0.5,<0.01,65,SATISFACTORY,NO UNUSUAL ACTIVITY,3,Margao
22-03-2018,7.2,12.9,77.9,24.7,<0.5,<0.5,0.74,78,SATISFACTORY,NO UNUSUAL ACTIVITY,3,Margao
26-03-2018,8,14.2,75.7,25.1,0.7,<0.5,0.88,76,SATISFACTORY,NO UNUSUAL ACTIVITY,3,Margao
30-03-2018,7.3,14.4,38.9,12.2,<0.5,<0.5,<0.01,39,GOOD,NO UNUSUAL ACTIVITY,3,Margao
04-04-2017,8,19.4,97.5,31.3,1.5,<0.5,<0.01,98,SATISFACTORY,,4,Ponda
06-04-2017,8,15.2,87.7,27.7,<0.5,<0.5,<0.01,88,SATISFACTORY,,4,Ponda
11-04-2017,7.8,18.2,95.4,29.4,<0.5,<0.5,<0.01,95,SATISFACTORY,,4,Ponda
14-04-2017,9.9,17.8,92.4,29.2,1.3,<0.5,<0.01,92,SATISFACTORY,,4,Ponda
19-04-2017,9.3,18,76.9,24.7,<0.5,<0.5,<0.01,77,SATISFACTORY,,4,Ponda
21-04-2017,7.5,18.4,79.4,25.6,1.11,<0.5,<0.01,97,SATISFACTORY,,4,Ponda
25-04-2017,9.8,16.2,102.9,32.8,<0.5,<0.5,<0.01,102,MODERATELY POLLUTED,,4,Ponda
27-04-2017,9.1,19.8,87,27.5,1.13,<0.5,<0.01,87,SATISFACTORY,,4,Ponda
04-05-2017,7.3,12.4,110.2,35.3,1,<0.5,<0.01,107,MODERATELY POLLUTED,No unsual activity,4,Ponda
06-05-2017,8,14.4,85.8,27.9,<0.5,<0.5,<0.01,86,SATISFACTORY,No unsual activity,4,Ponda
09-05-2017,7.5,12.8,76.7,24.5,1.5,<0.5,<0.01,77,SATISFACTORY,No unsual activity,4,Ponda
11-05-2017,6.4,15.4,75,23.9,1.2,<0.5,<0.01,75,SATISFACTORY,No unsual activity,4,Ponda
16-05-2017,7.2,13.2,74.5,23.6,<0.5,<0.5,<0.01,75,SATISFACTORY,No unsual activity,4,Ponda
18-05-2017,7.2,15.1,76.6,23.7,0.8,<0.5,<0.01,77,SATISFACTORY,No unsual activity,4,Ponda
23-05-2017,8.2,13.6,82.2,25.6,<0.5,<0.5,<0.01,82,SATISFACTORY,No unsual activity,4,Ponda
25-05-2017,8.5,13.4,100.3,31.9,0.9,<0.5,<0.01,100,SATISFACTORY,No unsual activity,4,Ponda
30-05-2017,7.7,13.2,70.1,22.3,1.2,<0.5,<0.01,70,SATISFACTORY,No unsual activity,4,Ponda
01-06-2017,7.9,12.5,31.9,10.4,1, -,<0.01,32,GOOD,,4,Ponda
06-06-2017,9.9,12.6,40.7,13.1,<0.5, -,<0.01,41,GOOD,,4,Ponda
08-06-2017,7.4,11.8,45.3,14,1.5, -,<0.01,45,GOOD,,4,Ponda
13-06-2017,6.4,13.2,49.3,15.7,1.2, -,<0.01,49,GOOD,,4,Ponda
15-06-2017,7.2,11.5,41.7,13.4,<0.5, -,<0.01,42,GOOD,,4,Ponda
20-06-2017,7.1,12,49.4,15.3,0.8, -,<0.01,49,GOOD,,4,Ponda
22-06-2017,8.3,12.4,51.7,16.1,<0.5, -,<0.01,52,SATISFACTORY,,4,Ponda
27-06-2017,8.8,12.9,49.5,15.6,0.9, -,<0.01,50,GOOD,,4,Ponda
29-06-2017,7.8,12.8,56.4,17.6,1.2, -,<0.01,56,SATISFACTORY,,4,Ponda
04-07-2017,8.5,8.8,46.3,15.1,1,<0.5,<0.01,46,GOOD,Rainfall observed;No unusual activity,4,Ponda
06-07-2017,4.8,9.8,50,15.9,<0.5,<0.5,<0.01,50,GOOD,Rainfall observed;No unusual activity,4,Ponda
11-07-2017,8,13.4,26.4,8.5,<0.5,<0.5,<0.01,26,GOOD,Rainfall observed;No unusual activity,4,Ponda
13-07-2017,5,11.1,30.5,8.1, -,<0.5,<0.01,31,GOOD,Rainfall observed;No unusual activity,4,Ponda
18-07-2017,6.9,10.8,25.5,8.4,<0.5,<0.5,<0.01,26,GOOD,Rainfall observed;No unusual activity,4,Ponda
20-07-2017,4.4,8.5,25.9,8.1,1.1,<0.5,<0.01,26,GOOD,No unsual activity,4,Ponda
25-07-2017,7.6,10.8,26.4,8.4,<0.5,<0.5,<0.01,26,GOOD,No unsual activity,4,Ponda
27-07-2017,4.9,7.4,31.7,10,<0.5,<0.5,<0.01,32,GOOD,No unsual activity,4,Ponda
01-08-2017,7.4,11.3,34.8,11.2,1.3, -,<0.01,35,GOOD,,4,Ponda
03-08-2017,6.6,9.1,41.5,13.5,<0.5, -,<0.01,42,GOOD,,4,Ponda
08-08-2017,5.9,12.5,34,10.8,0.6, -,<0.01,34,GOOD,,4,Ponda
10-08-2017,5.9,10.5,41.8,13.4,0.6, -,<0.01,42,GOOD,,4,Ponda
16-08-2017,8,10.7,54.6,17.8,<0.5, -,<0.01,55,SATISFACTORY,,4,Ponda
18-08-2017,4.7,7.4,54.1,16.8,0.9, -,<0.01,54,SATISFACTORY,,4,Ponda
21-08-2017,6.1,11.4,27.6,8.8,<0.5, -,<0.01,28,GOOD,,4,Ponda
23-08-2017,5.9,9,29.5,9.3,<0.5, -,<0.01,30,GOOD,,4,Ponda
30-08-2017,7,11.2,24.8,7.9,0.7, -,<0.01,25,GOOD,,4,Ponda
01-09-2017,8.2,11.8,44.4,14.8,<0.5,<0.5,<0.01,44,GOOD,No unusual activity,4,Ponda
08-09-2017,7.7,10.6,47.1,15,0.7,<0.5,<0.01,47,GOOD,No unusual activity,4,Ponda
10-09-2017,6.5,10.2,45.7,14.3,<0.5,<0.5,<0.01,46,GOOD,No unusual activity,4,Ponda
12-09-2017,8.7,12.2,33.8,11.2,1.1,<0.5,<0.01,34,GOOD,No unusual activity; rainfall observed,4,Ponda
14-09-2017,7.6,12.1,38.6,12.7,<0.5,<0.5,<0.01,39,GOOD,No unusual activity; rainfall observed,4,Ponda
19-09-2017,8.1,12.3,38.1,11.6,0.9,<0.5,<0.01,38,GOOD,No unusual activity; rainfall observed,4,Ponda
21-09-2017,9.3,11,34.5,10.8,<0.5,<0.5,<0.01,35,GOOD,No unusual activity; rainfall observed,4,Ponda
26-09-2017,6.8,12.9,33.8,10.7,0.6,<0.5,<0.01,34,GOOD,No unusual activity; rainfall observed,4,Ponda
28-09-2017,7.3,10.9,34,10.7,<0.5,<0.5,<0.01,34,GOOD,No unusual activity; rainfall observed,4,Ponda
03-10-2017,9.4,12.1,49.2,16.2,0.6,<0.5,<0.01,49,GOOD,,4,Ponda
05-10-2017,8.2,12.5,44.8,14.4,1,<0.5,<0.01,45,GOOD,,4,Ponda
10-10-2017,8.6,13,52,16,<0.5,<0.5,<0.01,52,SATISFACTORY,,4,Ponda
12-10-2017,9.5,13.3,60.2,19.2,0.7,<0.5,<0.01,60,SATISFACTORY,,4,Ponda
19-10-2017,13.7,19.1,142.9,46.7,0.9,<0.5,<0.01,129,MODERATELY POLLUTED,,4,Ponda
21-10-2017,12.2,15.1,47.5,14.9,<0.5,<0.5,<0.01,48,GOOD,,4,Ponda
24-10-2017,11,13.3,48.2,15.9,<0.5,<0.5,<0.01,48,GOOD,,4,Ponda
26-10-2017,10.3,14.2,51.4,16.4,<0.5,<0.5,<0.01,51,SATISFACTORY,,4,Ponda
02-11-2017,9.2,11,68.2,22,0.6,<0.5,<0.01,68,SATISFACTORY,No unusual activity,4,Ponda
04-11-2017,9.5,13.4,54.8,27.6,0.9,<0.5,<0.01,55,SATISFACTORY,No unusual activity,4,Ponda
07-11-2017,8.8,11.4,46.7,14.4,<0.5,<0.5,<0.01,47,GOOD,No unusual activity,4,Ponda
09-11-2017,7,12,63.3,20.6,0.7,<0.5,<0.01,63,SATISFACTORY,excavation work was going on nearby,4,Ponda
14-11-2017,9.2,12.3,62,20.2,0.8,<0.5,<0.01,62,SATISFACTORY,No unusual activity,4,Ponda
16-11-2017,7.6,12.8,93.4,28.4,<0.5,<0.5,<0.01,93,SATISFACTORY,No unusual activity,4,Ponda
21-11-2017,6.4,13.5,72.7,23.3,<0.5,<0.5,<0.01,79,SATISFACTORY,No unusual activity,4,Ponda
23-11-2017,9.1,12.2,90.8,28.6,0.7,<0.5,<0.01,91,SATISFACTORY,No unusual activity,4,Ponda
28-11-2017,9,11.6,94.1,29.3,<0.5,<0.5,<0.01,94,SATISFACTORY,No unusual activity,4,Ponda
30-11-2017,7.2,13.2,94.7,29.5,1.3,<0.5,<0.01,95,SATISFACTORY,No unusual activity,4,Ponda
05-12-2017,8.3,13.7,45.6,14.9,0.6,<0.5,0.65,46,GOOD,,4,Ponda
07-12-2017,10.1,12,82.1,25.7,0.9,<0.5,<0.01,82,SATISFACTORY,,4,Ponda
12-12-2017,9.4,13.8,77.8,24,<0.5,<0.5,0.87,78,SATISFACTORY,,4,Ponda
14-12-2017,7.7,12.6,84,27.4,0.7,<0.5,<0.01,84,SATISFACTORY,,4,Ponda
21-12-2017,6.4,13.8,91.7,29.7,0.8,<0.5,<0.01,92,SATISFACTORY,,4,Ponda
23-12-2017,8.9,10.6,69,21.4,<0.5,<0.5,0.89,69,SATISFACTORY,,4,Ponda
28-12-2017,8.8,14.2,91.9,29,0.8,<0.5,0.62,92,SATISFACTORY,,4,Ponda
30-12-2017,9.1,10.3,75.6,23.7,0.8,<0.5,0.98,76,SATISFACTORY,,4,Ponda
03-01-2018,9.6,15.5,159.6,51,<0.5,<0.5,<0.01,140,MODERATELY POLLUTED,ROAD EXCAVATION  ACTIVITY OBSERVED,4,Ponda
05-01-2018,7.5,14.2,156.3,48.6,0.8,<0.5,0.56,138,MODERATELY POLLUTED,ROAD EXCAVATION  ACTIVITY OBSERVED,4,Ponda
09-01-2018,9.3,13.3,176.5,54.5,<0.5,<0.5,0.87,151,MODERATELY POLLUTED,ROAD EXCAVATION  ACTIVITY OBSERVED,4,Ponda
11-01-2018,7.7,15.5,147,47.2,0.7,<0.5,<0.01,131,MODERATELY POLLUTED,ROAD EXCAVATION  ACTIVITY OBSERVED,4,Ponda
16-01-2018,8.6,18.8,141,45,<0.5,<0.5,<0.01,127,MODERATELY POLLUTED,ROAD EXCAVATION  ACTIVITY OBSERVED,4,Ponda
18-01-2018,9.7,15.4,168.6,51.3,0.6,<0.5,0.48,146,MODERATELY POLLUTED,ROAD EXCAVATION  ACTIVITY OBSERVED,4,Ponda
23-01-2018,8.4,15.3,176.4,53.1,1,<0.5,0.87,151,MODERATELY POLLUTED,CONSTRUCTION ACTIVITY OBSERVED,4,Ponda
25-01-2018,9.8,17.7,175.5,52.7,0.7,<0.5,0.56,150,MODERATELY POLLUTED,CONSTRUCTION ACTIVITY OBSERVED,4,Ponda
30-01-2018,9.4,15,256.7,84.1,<0.5,<0.5,<0.01,207,POOR,CONSTRUCTION ACTIVITY OBSERVED,4,Ponda
01-02-2018,7.9,14.1,188,59.5,0.93289,<0.5,<0.01,159,MODERATELY POLLUTED,,4,Ponda
06-02-2018,6.6,13.3,162,50.7,<0.5,<0.5,<0.01,141,MODERATELY POLLUTED,,4,Ponda
08-02-2018,6.1,12,126,38.7,1.009,<0.5,0.98,117,MODERATELY POLLUTED,,4,Ponda
13-02-2018,9,14.9,135.6,43.7,<0.5,<0.5,0.91,124,MODERATELY POLLUTED,,4,Ponda
15-02-2018,9.2,14.4,158.6,50.6,1.12517,<0.5,0.88,139,MODERATELY POLLUTED,,4,Ponda
21-02-2018,9.9,13.6,119.9,36.7,1.46772,<0.5,0.89,113,MODERATELY POLLUTED,,4,Ponda
24-02-2018,9.5,16.7,146.4,45.3,0.76934,<0.5,0.78,131,MODERATELY POLLUTED,,4,Ponda
26-02-2018,9.2,13.7,156.7,48.9,0.98929,<0.5,<0.01,138,MODERATELY POLLUTED,,4,Ponda
01-03-2018,10.6,15.6,171,52.1,<0.5,<0.5,0.88,147,MODERATELY POLLUTED,ROAD EXCAVATION  ACTIVITY OBSERVED,4,Ponda
06-03-2018,7.4,14.5,149.6,45.3,1.4,<0.5,0.96,133,MODERATELY POLLUTED,ROAD EXCAVATION  ACTIVITY OBSERVED,4,Ponda
08-03-2018,10.4,13.7,146.7,44.9,<0.5,<0.5,0.86,131,MODERATELY POLLUTED,ROAD EXCAVATION  ACTIVITY OBSERVED,4,Ponda
13-03-2018,7.8,14.8,146.7,45,1.4,<0.5,<0.01,131,MODERATELY POLLUTED,ROAD EXCAVATION  ACTIVITY OBSERVED,4,Ponda
15-03-2018,8.4,15.4,120.3,37.2,<0.5,<0.5,<0.01,114,MODERATELY POLLUTED,ROAD EXCAVATION  ACTIVITY OBSERVED,4,Ponda
19-03-2018,9.3,12.8,149,45.4,1,<0.5,<0.01,133,MODERATELY POLLUTED,ROAD EXCAVATION  ACTIVITY OBSERVED,4,Ponda
22-03-2018,7.9,14.1,185.5,56.1,1.6,<0.5,0.81,157,MODERATELY POLLUTED,CONSTRUCTION ACTIVITY OBSERVED,4,Ponda
27-03-2018,9.2,16.5,153,46.5,0.8,<0.5,0.66,136,MODERATELY POLLUTED,CONSTRUCTION ACTIVITY OBSERVED,4,Ponda
29-03-2018,9.5,15.5,122.6,40,<0.5,<0.5,0.75,115,MODERATELY POLLUTED,NO UNUSUAL ACTIVITY,4,Ponda
04-04-2017,7.4,15.8,70.8,37.3,2.14,0.3,0.35,71,SATISFACTORY,"LMV movement, HMV movement, ",5,Sanguem
07-04-2017,7,13.3,78.3,39.4,1.86,0.3,0.31,78,SATISFACTORY,"LMV movement, HMV movement, ",5,Sanguem
11-04-2017,7.4,14.2,88,46.3,2.26,0.2,0.35,88,SATISFACTORY,"LMV movement, HMV movement, ",5,Sanguem
